Date,Open,High,Low,Close,Adj Close,Volume
2003-06-03,2.483300,2.485300,2.456100,2.463900,2.463900,0
2003-06-04,2.463400,2.470800,2.448300,2.456800,2.456800,0
2003-06-05,2.457300,2.498900,2.454100,2.490700,2.490700,0
2003-06-06,2.489700,2.528300,2.473300,2.524500,2.524500,0
2003-06-09,2.519600,2.533400,2.493400,2.502800,2.502800,0
2003-06-10,2.502300,2.522800,2.497400,2.518300,2.518300,0
2003-06-11,2.517900,2.529100,2.508300,2.509000,2.509000,0
2003-06-12,2.512900,2.524700,2.502500,2.506000,2.506000,0
2003-06-13,2.503900,2.520300,2.491000,2.497200,2.497200,0
2003-06-16,2.502900,2.530800,2.495500,2.508800,2.508800,0
2003-06-17,2.509200,2.526100,2.504600,2.513000,2.513000,0
2003-06-18,2.511100,2.516200,2.488400,2.494000,2.494000,0
2003-06-19,2.495100,2.517200,2.491400,2.502800,2.502800,0
2003-06-20,2.502100,2.505900,2.484000,2.491800,2.491800,0
2003-06-23,2.489400,2.517200,2.484100,2.511100,2.511100,0
2003-06-24,2.512800,2.516000,2.500600,2.504000,2.504000,0
2003-06-25,2.504000,2.508000,2.487600,2.499900,2.499900,0
2003-06-26,2.499600,2.506800,2.479900,2.498100,2.498100,0
2003-06-27,2.498300,2.498700,2.468800,2.476300,2.476300,0
2003-06-30,2.474100,2.481900,2.452600,2.459200,2.459200,0
2003-07-01,2.459900,2.462300,2.442100,2.461700,2.461700,0
2003-07-02,2.460000,2.463400,2.438800,2.444800,2.444800,0
2003-07-03,2.444400,2.453200,2.437800,2.450300,2.450300,0
2003-07-04,2.450500,2.459400,2.441400,2.456100,2.456100,0
2003-07-07,2.454300,2.455300,2.417700,2.432700,2.432700,0
2003-07-08,2.434500,2.487700,2.425700,2.473800,2.473800,0
2003-07-09,2.473700,2.497100,2.456500,2.492000,2.492000,0
2003-07-10,2.491200,2.515300,2.476800,2.486200,2.486200,0
2003-07-11,2.486900,2.495200,2.464700,2.471900,2.471900,0
2003-07-14,2.476200,2.479100,2.439600,2.449300,2.449300,0
2003-07-15,2.449100,2.459900,2.437300,2.447300,2.447300,0
2003-07-16,2.448400,2.448600,2.422400,2.437000,2.437000,0
2003-07-17,2.436100,2.471700,2.427800,2.462400,2.462400,0
2003-07-18,2.463000,2.466600,2.447300,2.456000,2.456000,0
2003-07-21,2.437000,2.459400,2.433800,2.454100,2.454100,0
2003-07-22,2.453900,2.460100,2.443300,2.452200,2.452200,0
2003-07-23,2.450600,2.454900,2.430100,2.437000,2.437000,0
2003-07-24,2.436600,2.436600,2.418700,2.426500,2.426500,0
2003-07-25,2.424700,2.445000,2.424700,2.442700,2.442700,0
2003-07-28,2.441600,2.454400,2.438900,2.450800,2.450800,0
2003-07-29,2.450900,2.453200,2.434700,2.447500,2.447500,0
2003-07-30,2.446900,2.482600,2.444800,2.472000,2.472000,0
2003-07-31,2.473300,2.487100,2.467100,2.477800,2.477800,0
2003-08-01,2.480300,2.488500,2.451100,2.471900,2.471900,0
2003-08-04,2.470500,2.502100,2.466500,2.485300,2.485300,0
2003-08-05,2.488300,2.513000,2.480000,2.491500,2.491500,0
2003-08-06,2.489600,2.494000,2.473000,2.483100,2.483100,0
2003-08-07,2.482000,2.493300,2.469800,2.484600,2.484600,0
2003-08-08,2.483900,2.485500,2.452100,2.459900,2.459900,0
2003-08-11,2.458000,2.462400,2.434200,2.444300,2.444300,0
2003-08-12,2.444300,2.447100,2.426200,2.443400,2.443400,0
2003-08-13,2.443900,2.456500,2.437400,2.440100,2.440100,0
2003-08-14,2.440500,2.450900,2.432500,2.436400,2.436400,0
2003-08-15,2.437100,2.441300,2.412800,2.418700,2.418700,0
2003-08-18,2.416800,2.426900,2.407000,2.418700,2.418700,0
2003-08-19,2.419600,2.428000,2.403300,2.422900,2.422900,0
2003-08-20,2.422500,2.428400,2.403800,2.414400,2.414400,0
2003-08-21,2.414900,2.424700,2.400200,2.414900,2.414900,0
2003-08-22,2.412400,2.429500,2.408900,2.412100,2.412100,0
2003-08-25,2.410600,2.421300,2.397300,2.417900,2.417900,0
2003-08-26,2.416800,2.444100,2.411400,2.432900,2.432900,0
2003-08-27,2.434800,2.463500,2.432400,2.456300,2.456300,0
2003-08-28,2.456400,2.469000,2.449400,2.463800,2.463800,0
2003-08-29,2.465000,2.467400,2.422500,2.433700,2.433700,0
2003-09-01,2.438300,2.442800,2.426300,2.434500,2.434500,0
2003-09-02,2.435600,2.465400,2.428400,2.459400,2.459400,0
2003-09-03,2.460200,2.464600,2.447000,2.451900,2.451900,0
