Date,Open,High,Low,Close,Adj Close,Volume
2003-12-01,2.237500,2.249000,2.234100,2.241100,2.241100,0
2003-12-02,2.241300,2.249200,2.239300,2.242000,2.242000,0
2003-12-03,2.241900,2.249500,2.236900,2.245900,2.245900,0
2003-12-04,2.245600,2.263800,2.243000,2.255100,2.255100,0
2003-12-05,2.255400,2.261200,2.245500,2.257400,2.257400,0
2003-12-08,2.255700,2.263700,2.245300,2.248100,2.248100,0
2003-12-09,2.248400,2.287000,2.247200,2.281400,2.281400,0
2003-12-10,2.280400,2.287700,2.273300,2.277300,2.277300,0
2003-12-11,2.277100,2.317300,2.275900,2.297800,2.297800,0
2003-12-12,2.298100,2.307400,2.288000,2.294400,2.294400,0
2003-12-15,2.300500,2.305100,2.286400,2.293600,2.293600,0
2003-12-16,2.293400,2.330400,2.290500,2.325800,2.325800,0
2003-12-17,2.324800,2.345700,2.324800,2.341500,2.341500,0
2003-12-18,2.341700,2.361200,2.335300,2.358700,2.358700,0
2003-12-19,2.358900,2.368900,2.352100,2.361000,2.361000,0
2003-12-22,2.355300,2.361300,2.341900,2.346400,2.346400,0
2003-12-23,2.346400,2.349800,2.326500,2.328400,2.328400,0
2003-12-24,2.329600,2.334400,2.312800,2.319200,2.319200,0
2003-12-25,2.319300,2.329300,2.316400,2.321300,2.321300,0
2003-12-26,2.324800,2.325900,2.311200,2.320200,2.320200,0
2003-12-29,2.324300,2.334000,2.316200,2.322000,2.322000,0
2003-12-30,2.322000,2.329400,2.296000,2.300000,2.300000,0
2003-12-31,2.300100,2.320300,2.296700,2.320100,2.320100,0
2004-01-01,2.320100,2.320100,2.291300,2.311900,2.311900,0
2004-01-02,2.312000,2.318000,2.299000,2.318000,2.318000,0
2004-01-05,2.309300,2.318300,2.302700,2.314000,2.314000,0
2004-01-06,2.314900,2.344000,2.311000,2.341800,2.341800,0
2004-01-07,2.342700,2.348100,2.335300,2.343600,2.343600,0
2004-01-08,2.343700,2.349500,2.338200,2.344700,2.344700,0
2004-01-09,2.344700,2.355100,2.336100,2.339900,2.339900,0
2004-01-12,2.348000,2.362600,2.345200,2.353800,2.353800,0
2004-01-13,2.354600,2.360100,2.339900,2.349300,2.349300,0
2004-01-14,2.349400,2.372900,2.331400,2.360600,2.360600,0
2004-01-15,2.363600,2.366600,2.353900,2.363000,2.363000,0
2004-01-16,2.363700,2.364800,2.330200,2.335000,2.335000,0
2004-01-19,2.337600,2.343200,2.316900,2.320500,2.320500,0
2004-01-20,2.320700,2.351200,2.320200,2.348700,2.348700,0
2004-01-21,2.348600,2.387900,2.344200,2.381900,2.381900,0
2004-01-22,2.382500,2.400300,2.381100,2.385600,2.385600,0
2004-01-23,2.386400,2.423000,2.384800,2.396900,2.396900,0
